price,neighborhood_name,administritive_area,city,rooms,bathrooms,sqm,elevator,bool,driver,garden
1350000.0,Al Qadisiyah,Riyadh, East Riyadh,5,4,264.0,0,0,0,0
1100000.0,Ar Rimal,Riyadh, East Riyadh,4,4,260.0,0,0,0,0
1070000.0,Al Maizilah,Riyadh, East Riyadh,5,5,221.0,0,0,0,0
1800000.0,Al Yaqoot,Makkah, Jeddah,6,5,312.0,1,1,1,0
1550000.0,King Faisal,Riyadh, East Riyadh,5,3,406.0,0,0,0,0
1550000.0,Ar Rimal,Riyadh, East Riyadh,5,6,342.0,0,0,0,0
4850000.0,Al Buhirat,Makkah, Jeddah,4,3,800.0,0,0,0,0
1150000.0,Ar Rimal,Riyadh, East Riyadh,3,4,432.0,0,0,0,0
1000000.0,Ar Rimal,Riyadh, East Riyadh,4,4,250.0,0,0,0,0
1300000.0,Ar Rimal,Riyadh, East Riyadh,4,4,300.0,0,0,0,0
2950000.0,Al Muhammadiyah,Riyadh, West Riyadh,4,5,324.0,1,0,1,0
2400000.0,Al Qirawan,Riyadh, North Riyadh,4,6,300.0,1,0,1,0
1150000.0,Al Janadriyah,Riyadh, East Riyadh,5,5,280.0,0,0,0,0
2500000.0,An Nakhil,Riyadh, North Riyadh,4,7,477.0,0,0,1,0
1180000.0,Badr,Riyadh, South Riyadh,6,7,420.0,0,0,0,0
